50
0	0	0.5
0	0	0.528571429
0	0	0.557142857
0	0	0.585714286
0	0	0.614285714
0	0	0.642857143
0	0	0.671428571
0	0	0.7
0	0	0.728571429
0	0	0.757142857
0	0	0.785714286
0	0	0.814285714
0	0	0.842857143
0	0	0.871428571
0	0	0.9
0	0	0.928571429
0	0	0.957142857
0	0	0.985714286
0	0	1.014285714
0	0	1.042857143
0	0	1.071428571
0	0	1.1
0	0	1.128571429
0	0	1.157142857
0	0	1.185714286
0	0	1.214285714
0	0	1.242857143
0	0	1.271428571
0	0	1.3
0	0	1.328571429
0	0	1.357142857
0	0	1.385714286
0	0	1.414285714
0	0	1.442857143
0	0	1.471428571
0	0	1.5
0	0	1.528571429
0	0	1.557142857
0	0	1.585714286
0	0	1.614285714
0	0	1.642857143
0	0	1.671428571
0	0	1.7
0	0	1.728571429
0	0	1.757142857
0	0	1.785714286
0	0	1.814285714
0	0	1.842857143
0	0	1.871428571
0	0	1.9
